Unnamed: 0,Name,z,rho,ang_sep,RA,DEC,cosmo,CreationDate,user,HM_0_500,HM_0_100,HM_100_200,HM_200_300,HM_300_400,HM_400_500,mstars,rvir,rho_rvir,gal_type,z_igmsys,log_rho
10,J0226+0015_235_42,0.3494242999999999,212.20045362512064,41.70929258063718,36.55075073242188,0.251679986715316,Planck15,2021-Mar-15,mwilde,miss,miss,miss,miss,miss,miss,4319324348.206752,152.26718265583185,1.393605359544813,SF+E,0.352303,2.3267463079662463
11,J0226+0015_359_51,0.3618539,263.42507684961885,50.62758707431125,36.55997848510742,0.272329986095428,Planck15,2021-Mar-15,mwilde,miss,miss,miss,miss,miss,miss,1909284109.427183,131.94571601007272,1.996469468353619,SF+E,0.361854,2.4206571154208394
12,J0226+0015_179_98,0.2928785,444.4219675611219,98.36650186014975,36.56074905395508,0.230949997901916,Planck15,2021-Mar-15,mwilde,indeterminate,miss,miss,miss,miss,miss,515667730.9458503,111.15704510312428,3.9981453480509073,SF,0.295961,2.6477955177638433
13,J0226+0015_14_190,0.39951,1053.4781662074129,190.3685123309933,36.57307052612305,0.309579998254776,Planck15,2021-Mar-15,mwilde,miss,miss,miss,miss,miss,miss,3346124455.680014,142.1934734493863,7.408768792077802,SF,0.39951,3.0226255390956127
14,J0226+0015_129_68,0.29762,309.1476655395934,67.66675341447186,36.574951171875,0.24651999771595,Planck15,2021-Mar-15,mwilde,indeterminate,miss,miss,indeterminate,miss,miss,12256422378.014956,190.0409357659736,1.62674385204283,SF,0.295961,2.49016597136829
15,J0226+0015_123_99,0.4566661999999999,592.8059047746211,99.06161987482972,36.58327102661133,0.243149995803833,Planck15,2021-Mar-15,mwilde,hit,hit,miss,miss,miss,miss,2365011501.894409,130.40300527553617,4.545952972802547,SF,0.456631,2.772912520879273
16,J0226+0015_57_134,0.2282329,506.2975711961884,134.32766315653083,36.591678619384766,0.278430014848709,Planck15,2021-Mar-15,mwilde,hit,hit,miss,miss,miss,miss,64525296777.84481,377.2655236791279,1.342019296573439,SF+E,0.228993,2.7044058440002656
17,J0226+0015_268_22,0.227439895272254,83.89796267199775,22.31789290414272,36.55408333333333,0.258083333333333,Planck15,2021-Mar-15,mwilde,hit,miss,hit,miss,miss,miss,35170453419.38977,264.85259290299194,0.317573803381893,E,0.228993,1.923751414809009
18,J0809+4619_239_190,0.1900967999999999,622.225306460825,190.17872092285137,122.21839141845705,46.29653930664063,Planck15,2021-Mar-15,mwilde,hit,hit,miss,miss,miss,miss,2703123516.193511,152.5314011738627,4.079306805461933,SF+E,0.190209,2.793947670277657
19,J0809+4619_254_162,0.3228571,784.5248045362864,162.45433541916148,122.22115325927734,46.31121826171875,Planck15,2021-Mar-15,mwilde,miss,miss,miss,miss,miss,miss,44992901007.82604,277.3286223852808,2.828900977496523,E,0.322857,2.8946066793479845
20,J0809+4619_217_171,0.21751,622.5068070739054,171.31435285217933,122.24266815185548,46.28567886352539,Planck15,2021-Mar-15,mwilde,miss,miss,miss,miss,miss,miss,8632683426.819038,184.35044972646912,3.376833619156892,E,0.21751,2.794144104777367
21,J0809+4619_313_120,0.2017999,412.460861720688,120.28153830584267,122.24861907958984,46.3466682434082,Planck15,2021-Mar-15,mwilde,miss,miss,miss,miss,miss,miss,1214911925.8828087,133.48188893428988,3.090013379034379,SF+E,0.201039,2.6153827447764737
