Name,z,rho,ang_sep,RA,DEC,cosmo,CreationDate,user,HM_0_500,HM_0_100,HM_100_200,HM_200_300,HM_300_400,HM_400_500,mstars,rvir,rho_rvir,gal_type,z_igmsys
J0751+2919_227_1539,0.240469127893447,7484.559516320344,1539.357553290994,117.44462916666666,29.03424083333333,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,9.904587894156194,,,,0.23936
J1151+5437_55_866,0.452492326498031,7486.690023903439,865.8020420647687,178.175556129346,54.7642857441464,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,9.046675183984224,,,,0.452492
J1151+5437_52_926,0.419316858053207,7490.652083783415,926.441210671766,178.188720968506,54.7824344346105,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,8.120872418678946,,,,0.419375
J0751+2919_58_1208,0.31268486380577,7492.477872341871,1207.7315049718356,118.126827566451,29.5065493031183,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,10.63819858756965,,,,0.31265
J1632+3737_352_2811,0.128226622939109,7500.114435079501,2811.459382332954,247.862136205787,38.4034033984848,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.953376170238478,,,,0.12758
J1409+2618_148_3392,0.105715297162532,7501.874796350391,3392.0140098984903,212.910425199218,25.5100335462123,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,10.08691778932911,,,,0.105715
J0751+2919_93_1244,0.303174138069152,7504.582318199079,1244.499118764771,118.19717083333332,29.30857861111112,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,10.534279659639907,,,,0.303174
J1151+5437_252_1260,0.299428015947341,7509.482940949025,1259.6461880240508,177.2632875,54.51410305555556,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,9.813015492559606,,,,0.299428
J1409+2618_65_1062,0.360879927873611,7509.659847281912,1062.3736444550311,212.64779166666668,26.43126305555556,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.720030846181766,,,,0.363827
J0751+2919_206_2574,0.140647441148757,7509.970981336753,2574.4978295326973,117.44707585245,28.682732468177,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,9.785959529408546,,,,0.14222
